filename,width,height,class,xmin,ymin,xmax,ymax,score
dog.10198.jpg,254,335,dog,0.070453048,0.017896384,0.985278487,0.993474245,94.45685148
dog.10199.jpg,117,253,dog,0,0.017693222,0.799682379,0.970891535,47.72186279
dog.102.jpg,499,373,dog,0.118968427,0.000427097,0.999138415,0.997017145,91.64108038
dog.10200.jpg,480,479,dog,0.052055687,0.085731596,0.976832628,0.992349029,46.69036567
dog.10201.jpg,499,375,dog,0.023289055,0.100888222,0.990884542,0.995271683,90.22180438
dog.10202.jpg,500,471,dog,0.113802105,0.024523497,0.729929328,0.986993074,91.70089364
dog.10203.jpg,284,411,dog,0.077490956,0.05376491,0.828694463,0.953781009,94.87321377
dog.10206.jpg,262,269,dog,0.119413376,0.012696445,0.932733417,0.985462427,93.221277
dog.10207.jpg,423,500,dog,0.004615724,0.047848135,0.996619523,1,93.34418774
dog.10208.jpg,215,288,dog,0.071354046,0.011063516,0.206931129,0.284480542,14.9012059
dog.10209.jpg,449,311,dog,0.018321484,0.046684235,0.9947474,0.999419093,93.26630831
dog.1021.jpg,390,499,dog,0.245172173,0.051069707,0.810828686,0.991400242,94.3039
dog.10212.jpg,420,499,dog,0.028750688,0.066894203,0.99333179,0.995998144,91.09358788
dog.10213.jpg,206,218,dog,0.006063461,0.050407708,0.945560873,0.999031842,92.47339964
dog.10215.jpg,314,449,dog,0.023404509,0.020357698,0.837240815,0.986836314,90.87071419
dog.10216.jpg,500,374,dog,0.119109154,0.157717735,0.74987042,0.913362861,98.55085015
dog.10217.jpg,455,499,dog,0.223857135,0.046461016,0.907030821,0.96334064,98.6204505
dog.10218.jpg,339,309,dog,0.092291266,0.125770986,0.96503365,0.870574117,96.12978697
dog.10219.jpg,258,270,dog,0.184801906,0.035149425,0.802057147,0.914293408,97.19189405
dog.10220.jpg,500,374,dog,0.133274019,0.061922193,0.841746509,0.862805903,97.99059033
dog.10222.jpg,429,335,dog,0.080991298,0.006115437,0.985404849,0.994942188,89.42293525
dog.10223.jpg,426,451,dog,0.076303691,0.037682533,0.868102193,0.934888959,76.50064826
dog.10224.jpg,499,375,dog,0.277035236,0.133369952,0.670824528,0.878117919,90.61787128
dog.10225.jpg,51,99,dog,0.219580427,0.213266209,0.497534752,0.350355387,15.36602676
dog.10226.jpg,500,374,dog,0.339936078,0.160715997,0.649712324,0.689298928,65.41025639
dog.10227.jpg,319,239,dog,0.004865199,0.008223861,0.935644269,0.991555452,91.52715206
dog.10228.jpg,500,374,dog,0.13137874,0.448084474,0.643048048,0.891525984,97.14520574
dog.10229.jpg,500,374,dog,0.155726567,0.245891958,0.54767406,0.997776389,96.88800573
dog.1023.jpg,199,150,dog,0.304408848,0.152677327,0.863802135,0.790301919,96.60263658
dog.10230.jpg,499,375,dog,0.392351717,0.192408055,0.928590775,0.985486746,84.53513384
dog.10231.jpg,299,256,dog,0.048274904,0.037537932,0.986152291,0.898755908,83.48348141
dog.10232.jpg,394,277,dog,0.050912023,0.031951278,0.915457428,0.930215478,91.55227542
dog.10233.jpg,263,299,dog,0.23872155,0.070540726,0.903436244,0.980148613,95.20959258
dog.10234.jpg,499,375,dog,0.153942853,0.162474096,0.935216904,1,93.29120517
dog.10236.jpg,496,499,dog,0.07178098,0.005443454,0.871353447,0.989113867,74.40516353
dog.10237.jpg,284,191,dog,0.01270324,0.022584677,0.99364084,0.988670588,57.36789107
dog.10238.jpg,375,499,dog,0.175218195,0.188905895,0.752403736,0.960876524,83.90147686
dog.10239.jpg,448,335,dog,0.223219007,0.094001949,0.954167366,0.601026893,63.04650307
dog.1024.jpg,432,368,dog,0.054155946,0.079771221,0.968062162,0.993068039,77.43467093
dog.10240.jpg,499,375,dog,0.323171675,0.264325917,0.792035997,0.993670285,69.52198744
dog.10242.jpg,499,498,dog,0.11202547,0.042197913,0.992426157,0.996615291,94.88539696
dog.10243.jpg,400,268,dog,0.084476024,0.011571378,0.987943411,0.978749275,65.95418453
dog.10244.jpg,408,500,dog,0.193527818,0.337510645,0.898075819,0.844634116,98.05246592
dog.10246.jpg,238,166,dog,0.317896962,0.236679673,0.680559635,0.97797811,95.97677588
dog.10247.jpg,500,374,dog,0.211741149,0.04323855,0.849640787,0.986099958,81.73670769
dog.10248.jpg,290,364,dog,0.014788955,0.072809428,0.880559564,0.900291562,83.08299184
dog.10249.jpg,237,500,dog,0.125605613,0.017283738,0.863866925,0.979394495,96.96864486
dog.1025.jpg,424,500,dog,0.079857349,0.07765463,0.930479884,0.99090457,94.14901733
dog.10250.jpg,416,331,dog,0.040024549,0.095916241,0.924066424,0.990255356,76.63797736
dog.10251.jpg,375,207,dog,0.026854724,0.205433697,0.901941061,0.821254969,61.49779558
dog.10252.jpg,191,199,dog,0.118180722,0.021568477,0.916769266,0.945092857,91.63420796
dog.10253.jpg,499,432,dog,0.052004039,0.038990617,0.516889632,0.972326159,76.02666616
dog.10256.jpg,476,349,dog,0.102144897,0.076494545,0.922811449,0.959684849,53.33791375
dog.10257.jpg,500,374,dog,0.124591768,0.112976134,0.875723779,0.968029797,95.2871263
dog.10258.jpg,500,374,dog,0.317429423,0.072303146,0.68995285,0.919051647,98.15825224
dog.1026.jpg,350,261,dog,0.251782835,0.065516174,0.915931404,0.996186197,79.3730855
dog.10260.jpg,480,479,dog,0.108901829,0.06140393,0.923754573,0.988388836,82.91879296
dog.10261.jpg,500,374,dog,0.115805686,0.007438749,0.976761758,0.988214493,40.94885588
dog.10265.jpg,255,285,dog,0.078152329,0.009863853,0.949659944,0.987687826,79.3369472
dog.10266.jpg,349,233,dog,0.067440122,0.109766304,0.727959394,0.803896666,97.79045582
dog.10267.jpg,357,270,dog,0.059327692,0.056011647,0.954768538,0.922827005,96.3963151
dog.10268.jpg,307,408,dog,0.08682403,0.093721688,0.971134305,0.871600628,93.64361167
dog.1027.jpg,332,500,dog,0.081530124,0.020329058,0.951540709,0.991817772,92.53976941
dog.10270.jpg,367,499,dog,0.113387287,0.115374863,0.830230713,0.978722632,97.06624746
dog.10272.jpg,499,375,dog,0.169378906,0.26015991,0.799003243,0.849030197,88.14264536
dog.10273.jpg,455,500,dog,0.016259789,0.043780208,0.948706269,0.997209668,91.34355187
dog.10274.jpg,132,88,dog,0.055269539,0.011431724,0.946552575,0.97423017,50.02313852
dog.10275.jpg,447,299,dog,0.219332486,0.100593388,1,0.999848783,86.5691185
dog.10276.jpg,375,499,dog,0.205442667,0.08945778,0.723836362,0.806472301,98.06083441
dog.10279.jpg,479,459,dog,0.380211174,0.23326233,0.950993955,0.903538823,98.03439379
dog.10280.jpg,240,232,dog,0.119190305,0.048454851,0.842207789,0.933251143,91.00524783
dog.10281.jpg,314,373,dog,0.047837317,0.008773983,0.980657041,0.99282378,71.31794095
dog.10282.jpg,316,318,dog,0.088308305,0.028702736,0.920337319,0.979145288,72.88601398
dog.10283.jpg,500,481,dog,0.013529509,0.012181818,0.985221744,0.99170357,95.94810009
dog.10284.jpg,499,421,dog,0.055662781,0.043997973,0.962708116,0.98628068,82.99558759
dog.10285.jpg,499,435,dog,0.192385674,0.02043882,0.884972453,0.928483844,95.59303522
dog.10286.jpg,247,294,dog,0.04643333,0.039819688,0.750962198,0.906987906,98.01555276
dog.10287.jpg,479,473,dog,0.050981939,0.078772485,0.879941463,0.968091667,95.76423764
dog.10289.jpg,420,280,dog,0.093342066,0.034992576,0.892064929,0.986792803,82.618922
dog.1029.jpg,249,217,dog,0.022637576,0.076715797,0.983009696,0.986733317,71.46860957
dog.10290.jpg,465,499,dog,0.005732715,0.095542341,0.970887184,0.938792348,91.43590331
dog.10292.jpg,144,302,dog,0.005663216,0.006588697,0.941408038,0.953690827,92.5317347
dog.10293.jpg,500,374,dog,0.337695301,0.183557481,0.72479254,0.97869575,88.2152319
dog.10294.jpg,498,374,dog,0.119459271,0.138975382,0.703449905,0.875804424,98.40077758
dog.10295.jpg,352,287,dog,0.252465457,0.088638127,0.7837044,0.777023375,85.7283473
dog.10296.jpg,375,499,dog,0.04965806,0.027044266,0.843694448,0.989359617,62.65410781
dog.10299.jpg,439,454,dog,0.148038447,0.023404509,0.860824168,0.982654452,63.66586685
dog.103.jpg,499,433,dog,0.079249084,0.033402652,0.797435045,0.988821864,89.72975016
dog.10300.jpg,431,401,dog,0.060096562,0.028431565,0.9909603,0.959488511,95.97803354
dog.10301.jpg,369,500,dog,0.008043498,0.018570155,0.995223999,0.997658491,93.99523735
dog.10302.jpg,486,386,dog,0.015546679,0.055694073,0.99366796,0.993692517,95.62469125
dog.10303.jpg,469,500,dog,0.06638521,0.002658248,0.972232878,0.99436456,93.12433004
dog.10306.jpg,134,222,dog,0.185191303,0.117747068,0.799437642,0.983534694,74.07553196
dog.10308.jpg,375,499,dog,0.090447366,0.117417574,0.998632848,1,87.6426518
dog.1031.jpg,499,375,dog,0.325876951,0.000293642,0.787391543,0.552397251,52.91570425
dog.10310.jpg,225,165,dog,0.110711426,0.099765539,0.983744502,0.956116557,54.1903317
dog.10311.jpg,500,387,dog,0.105130762,0.017101616,0.941311359,0.992245913,92.09476113
dog.10312.jpg,500,381,dog,0.099202275,0.155727655,0.946511865,0.926098228,96.70264125
dog.10313.jpg,499,238,dog,0.003254116,0.10176453,0.786437154,0.875533462,65.77481627
dog.10314.jpg,499,375,dog,0.237690657,0.0825257,0.927515268,0.990906477,92.64931679
dog.10315.jpg,485,500,dog,0.113265663,0.219715804,0.895349622,0.907384634,93.07563305
dog.10316.jpg,499,423,dog,0.083529621,0.136465579,0.894140363,0.942080498,97.23410606
dog.10318.jpg,500,332,dog,0.317576289,0.276234418,0.573772013,0.946713924,95.88215351
dog.10319.jpg,471,500,dog,0,0.215203673,0.811236501,0.92826581,51.50527358
dog.10320.jpg,500,475,dog,0.025904,0.007258862,0.962610364,0.991562486,89.71801996
dog.10321.jpg,399,320,dog,0.295380592,0.000930756,0.904997587,0.825350285,81.84252381
dog.10322.jpg,500,374,dog,0.007332921,0.031263262,0.996089816,0.999523997,88.5306716
dog.10323.jpg,374,500,dog,0.08644101,0.135201991,0.848173857,0.990974247,70.44935226
dog.10324.jpg,179,230,dog,0.029761642,0.007335663,0.936758518,0.884170473,81.04697466
dog.10326.jpg,500,374,dog,0.354929179,0.213572025,0.728315473,0.800186396,96.71887755
dog.10327.jpg,410,306,dog,0.279383212,0,0.974223852,0.999530315,79.7552824
dog.10328.jpg,499,375,dog,0.172015607,0.303420842,0.669613957,0.885764062,91.82682037
dog.10330.jpg,381,389,dog,0.295068204,0.125092506,0.689794064,0.915534377,98.1923759
dog.10331.jpg,499,375,dog,0.132195979,0.281882793,0.79834938,0.991948843,94.2950666
dog.10332.jpg,471,499,dog,0.040245831,0.077426076,0.928683937,0.99408257,77.66180634
dog.10333.jpg,473,499,dog,0.051579058,0.026017219,0.990690887,0.991107464,88.30553293
dog.10334.jpg,199,261,dog,0.102547467,0.005424559,0.940752804,0.992851317,88.22988272
dog.10335.jpg,350,499,dog,0.353585601,0.324863315,0.70649147,0.808000565,98.77673388
dog.10336.jpg,500,391,dog,0.136791497,0.258301914,0.815972328,0.778172553,81.27204776
dog.10338.jpg,458,435,dog,0.129661858,0.058277726,0.917541444,0.998671293,89.83746171
dog.10339.jpg,500,374,dog,0,0.250007689,0.534022689,0.869940937,80.73821068
dog.1034.jpg,363,490,dog,0.006054699,0.051800698,0.93360126,1,88.77801299
dog.10341.jpg,500,499,dog,0.003044516,0.059538603,0.801179647,0.993873596,77.29317546
dog.10343.jpg,133,200,dog,0.021136522,0.085983753,0.941404283,0.949920177,67.12008715
